rpid,mid,text,result
211328997536,102721424,回复 :会，十年这些人还死不了[喜极而泣],False
211328684608,384516622,果然黑梅西的都是批图小弟弟，放点比赛画面出来吧,True
211328152064,1854870631,梅西进的第一个球正常人肯定是跳起来头球补射，怎么这么不相信头呢,False
211328152064,1854870631,梅西进的第一个球正常人肯定是跳起来头球补射，怎么这么不相信头呢,False
211328096224,305381099,@小提琴家阿克曼,False
211327896560,89670663,你个罕见机器猫好意思说？,True
211327756208,673877653,天才!,False
211327756208,673877653,天才!,False
211327865072,11951492,儒迷 站起来!,False
211327653232,1866740185,感觉这个皮肤更香了[doge],False
211327466688,3493095706462549,梅几把p国旗，恶搞爱国抗日歌曲差不多得了,True
211327466688,3493095706462549,梅几把p国旗，恶搞爱国抗日歌曲差不多得了,True
211327331744,3546642215078827,老鼠,False
211327016512,424404996,真的是吆西啊,False
211326680640,1822355974,哪怕一秒钟不也是事实？你想说什么,False
211326680640,1822355974,哪怕一秒钟不也是事实？你想说什么,False
211326385456,2114437,哟西粉丝这么多，来了肯定不少戳毛会去看的，像HM 到现在，还是不少人去的,False
211326385456,2114437,哟西粉丝这么多，来了肯定不少戳毛会去看的，像HM 到现在，还是不少人去的,False
211326459616,690175704,呦西,False
211326520512,1822355974,典型的儒家思想,False
211326328064,454070239,"这么说吧，梅西有4次比赛，除了香港和那边的一次，还有杭州和北京的，但后两场被足协取消了[藏狐][藏狐][藏狐]
我愿称这个为中国足协最硬气的一次。
如果后面的杭州和北京比赛表现和日本那次一样，虽然咱们球迷会开心一些，但香港的球迷会怎么想？
这可是一步棋啊[藏狐][藏狐][藏狐]",False
211326273760,97349944,呵呵,False
211326273760,97349944,呵呵,False
211326076544,152297270,怎么老给我推送这么没营养的视频,False
211326118752,166377520,宗教现场,False
211325982784,1781330050,日本鬼子,True
211325982784,1781330050,日本鬼子,True
211325649264,2023994,不投还想不想踢比赛了，不被阿根廷保镖团铲死别想走出球场。[吃瓜],True
211325649264,2023994,不投还想不想踢比赛了，不被阿根廷保镖团铲死别想走出球场。[吃瓜],True
211325429680,183874034,我投币了,False
211325424096,1523275651,man what can i say？ thief！,True
211325424096,1523275651,man what can i say？ thief！,True
211325402016,406769110,确实，在不懂人情世故确实就是失德。李娜不给力领导陪笑是不是要判当判过呢?,True
211325402016,406769110,确实，在不懂人情世故确实就是失德。李娜不给力领导陪笑是不是要判当判过呢?,False
211325389152,111064003, 事实就是主办方赔钱 而不是迈阿密赔钱 更不是梅西赔钱 写再多小作文也改变不了这个事实,True
211325389152,111064003, 事实就是主办方赔钱 而不是迈阿密赔钱 更不是梅西赔钱 写再多小作文也改变不了这个事实,False
211324837648,175405540,点进去一看早就拉黑了，那没事了,False
211324758544,434659021,你做人像阿伟螺,True
211324758544,434659021,你做人像阿伟螺,True
211324653760,357457549, 儒迷阿缭 又开七天限评了[笑哭],False
211324641104,394301926,没有人发现这个视频是ai合成的吗？ 这种拍摄角度和手法是2024年的科技吗，笑死了拿ai营销,False
211324473248,499838827,最有印象的是10年的国米夺得欧冠，斯奈德俱乐部欧冠世界杯亚军，金球都输给小侏儒了，淦,True
211324437920,394301926,哎ai克洛普,False
211324003600,23699269,我上我不行,False
