content,like,rcount,sex,mid,diag,好,乐,哀,怒,惧,恶,惊,pos,neg
对军国主义符号批判的滥用会导致这种批判失去意义,4,0,男,6687311,原评论,0,0,1,0,0,3,0,0,4
大大滴好[doge],21,3,男,482000136,原评论,0,0,0,0,0,0,0,0,0
呦西,0,0,保密,362554769,原评论,0,0,0,0,0,0,0,0,0
😡,0,0,保密,498438973,原评论,0,0,0,0,0,0,0,0,0
哟西[脱单doge],0,0,保密,3493292771642176,原评论,0,0,0,0,0,0,0,0,0
希望劳大在天之灵能肘击呦西回程飞机[doge],2,0,男,600291000,原评论,1,0,0,0,0,0,0,1,0
都是政治罢了，想想最近谁援助的乌鱿[吃瓜]，谁们又在中东有动作，而对方身后站的是谁，不就明白了,2,0,保密,268102711,原评论,1,0,1,0,0,1,0,1,1
要是去哪都开心就我们这板着脸，那是不是，有点隐情,6,2,男,24769438,原评论,0,1,0,0,0,1,0,1,0
反思反思！！,0,0,保密,40882497,原评论,0,0,0,0,0,0,0,0,0
No Hong Kong,0,0,男,3493132157061637,原评论,0,0,0,0,0,0,0,2,0
梅西发文中：西语原文中“China y Hongkong”，y在这种情况下表并列连词，梅西把中国与香港并列，望周知！     转载,46,8,保密,526128997,原评论,0,0,0,0,0,0,0,7,0
回复 @叫我拾一就好了 :他这样说的意思就是说香港不是中国的，你在正常什么呢？[翻白眼],7,0,保密,516606655,原评论,0,0,0,0,0,1,0,3,1
很正常吧这个倒是，香港那边是签了合同，中国是指这片大陆的球迷，但也没必要在乎，肯定不是本人的意思，公关团队罢了,2,0,保密,286737337,原评论,2,0,0,0,0,2,0,4,2
梅西虽然不是鱿鱼，但他去过鱿鱼哭墙，至少是亲鱿的，所以现在鱿鱼都想着办法的花钱给他洗白，b站发相关的评论都会被删,4,0,女,4203227,原评论,0,0,0,0,0,1,0,0,1
求王呦西，无论你是当狗还是奴，我都永远支持你！,2,1,保密,1467068947,原评论,1,0,0,0,0,0,0,0,0
牢3😡😡😡😤😤😤,0,0,男,1489528556,原评论,0,0,0,0,0,0,0,0,0
卡这了,1,0,男,1164796858,原评论,0,0,0,0,0,0,0,0,0
哟西，我知道，他们很多人都在诋毁你，辱骂你，但是没关系！请记住：我们始终会站在他们那边！,3,0,保密,190379766,原评论,0,0,0,0,0,2,0,2,3
梅西：你知道的，日本牛郎是我的好兄弟，它长的不可思议,2,0,男,478866958,原评论,0,0,0,0,0,0,1,2,0
"说实话，我挺好奇他为什么要这么做？
就算是不喜欢中国，可这是一笔生意呀，你签了合同你得执行啊，你不这样做的话不怕赔钱吗？
不怕引起舆论争议吗？",19,24,男,240882692,原评论,3,0,0,0,0,1,1,2,0
哥们不打逆风局，逆风地域666,1,1,保密,430093083,原评论,0,0,0,0,0,0,0,0,0
@JosephHYdra,0,0,保密,430093083,原评论,0,0,0,0,0,0,0,0,0
哟哟哟哟哟西,2,0,保密,28381685,原评论,0,0,0,0,0,0,0,0,0
我非常非常喜欢梅西，阿根廷夺冠的时候我踏马比当年国足出线还高兴，现在冷静想想，咱们喜欢造神，也喜欢毁神，不管是哪个人，哪个东西，哪个品牌，一说ta牛逼，那就牛逼的像神一样，一说ta不行，那就必须踏上一万只脚让ta永世不得翻身，现在想明白了，没必要，真没必要，敢伤害你的人本质上就是瞧不起你，尊重从来都不是求来的，谁也别赖，赖咱自己吧，不过我相信早晚有一天，会让西方国家看看咱的真正实力，努力吧，也有可能是有部分素质差的人惹到球王了，我相信这是有原因的，刻意的安排，本事就让人很舒服，不尊重球王，反过来一样？,2,0,保密,3493131657939852,原评论,12,3,2,0,0,3,0,16,6
一方面反感王自如舔，一方面又反感梅西不舔，人情事故这方面很深奥啊。[笑哭][笑哭][笑哭],2,0,男,7526784,原评论,2,0,0,0,0,2,0,1,2
"呦西梅太郎：特首要握手？大咩dei丝哟[傲娇]
牛郎要合影？呦西，一库嘎[喜欢]
配合那个红袄懂哥先摆手后接受那个图真的形象[歪嘴]",5,0,保密,415253754,原评论,2,0,0,0,0,0,0,2,0
不是，这到底是怎么回事……是他故意被这么安排的，还是梅西自己就想这样干,3,1,男,7200403,原评论,0,0,0,0,0,1,0,0,2
哈哈，这不是我们任天堂的梗么，下回记得标明出处,133,5,保密,12660228,原评论,0,1,0,0,0,1,0,1,1
草 你不说我还没反应过来 视频用的耀西岛的bgm[tv_目瞪口呆],15,0,保密,401525316,原评论,0,0,0,0,0,0,1,2,0
标明出处失败，原因：不相关,3,0,保密,504634951,原评论,0,0,0,0,0,1,0,0,1
我家耀西可爱的很，这个哟西一点也不可爱！[傲娇],0,0,男,1033124475,原评论,2,0,0,0,0,0,0,2,0
[吃瓜],1,2,保密,1833166981,原评论,0,0,0,0,0,0,0,0,0
学长留下来的图片，事发后作为高三生在学校能干的就只有给他加上小胡子了[doge],3,0,保密,1833166981,原评论,2,0,0,0,0,0,0,1,0
爱国的正义行为嗷,0,0,保密,505850665,原评论,2,0,0,0,0,0,0,2,0
无论发生什么事，我们都不应该黑他，他是阿根廷继马拉多纳后最伟大的球员，也是80后这批球员最杰出的代表。他无论在西甲还是在巴黎都有伟大的表现，多次帮助俱乐部球队夺得冠军。国家荣誉方面更是为阿根廷夺得奥运会、美洲杯、世界杯作出了巨大的贡献，阿根廷有无他完全是两支球队，甚至不夸张的说阿根廷完全是凭借他一己之力才夺得三大赛的桂冠。他就是迪玛利亚,5280,94,保密,316033856,原评论,6,1,0,0,0,0,0,10,1
"哒哒哒哒！[生气]
友军？[微笑]
哒哒哒哒哒！[傲娇]",388,0,保密,643062,原评论,0,1,0,0,0,1,0,0,1
燕国地图太长了,71,0,保密,360286739,原评论,0,0,0,0,0,0,0,0,0
你换个名我就信,41,0,男,110926609,原评论,0,0,0,0,0,0,0,0,0
能到你们这里，可见真的很有影响力了,22,2,女,305730113,原评论,0,0,0,0,0,0,0,0,0
我还记得我2014因为梅西没夺冠在我亲奶奶家看世界杯哭的稀里哗啦，我现在只能说一句 施魏因施泰格那一脚绝杀踢的真好啊！,24,8,保密,697354196,原评论,0,1,0,0,0,0,0,2,0
格策：感谢中国球迷为我取的新外号[doge],1,0,保密,289226827,原评论,1,0,0,0,0,0,0,1,0
回复 @okuyi_苏雪 :梅西？哟西！,0,0,保密,697354196,原评论,0,0,0,0,0,0,0,2,0
回复 @okuyi_苏雪 :哟哟哟，这就二极管了，最近评论区看见江苏IP说你这种类似的话可不少捏，多少钱一条我也发，还是说罕见呢？可爱捏☺️,0,0,保密,697354196,原评论,1,0,0,0,0,0,1,4,0
以前挺为没买到裴擒虎的梅西皮肤而感到遗憾的（过去是个梅西粉），现在我只能说，“呦西，死啦死啦滴”[脱单doge][脱单doge][脱单doge],2,0,保密,620688713,原评论,0,0,0,0,0,0,0,0,1
刚打开b站看的的，看来牢大都看不起,1,0,保密,499941023,原评论,0,0,0,0,0,1,0,0,1
話是這麼說 但抵制感覺也沒什麼用 梅西依舊是世界最有價值足球選手 真想看看14億人抵制的結果是什麼 連不看足球的我也忍不住啃瓜[吃瓜],2,4,保密,1697044703,原评论,0,0,0,0,0,2,0,4,2
回旋镖一大堆，其中对于体育圈的我见怪不怪了。,0,0,保密,15997784,原评论,0,1,0,0,0,0,0,0,0
[笑哭],0,0,女,39364576,原评论,0,0,0,0,0,0,0,0,0
就算再有回旋镖，乐子人也不可能放过他了,0,0,保密,400560119,原评论,0,0,0,0,0,0,0,1,0
感觉老板应该会骂他，没了中国市场你觉得他会亏多少？[思考],25,10,保密,1883436462,原评论,0,0,0,0,0,0,0,1,0
什么老板 他可是大总统[嗑瓜子],12,0,保密,422390653,原评论,0,0,0,0,0,0,0,1,0
一张票几千块钱卖了4万多张你觉得老板会骂它吗,9,0,男,1199127372,原评论,0,0,0,0,0,0,0,0,0
本来只是觉得是个人问题，但是想想阿根廷这个国家，哟西和阿根廷，emmm[吃瓜],2,0,男,335053164,原评论,0,0,0,0,0,0,0,0,1
一直在想当初那个冲进场地里抱梅西的兄弟，现在是啥心情,4,0,保密,1863467898,原评论,0,0,0,0,0,0,0,0,0
吆西：在日本我显高孩子们,2,0,保密,1203821608,原评论,0,0,0,0,0,0,0,0,0
"【球迷们不要太把自己当回事，全世界人很多，不差你们-哔哩哔哩】 https://b23.tv/57qfeRt
【如果球迷觉得梅西侮辱你了，直接报警把他绳之以法不就行了-哔哩哔哩】 https://b23.tv/znpJTri",4,2,保密,1397499173,原评论,0,0,0,0,0,0,0,3,2
哟西，你滴大大的良民,0,0,保密,3461562849298906,原评论,0,0,0,0,0,0,0,0,0
物以类聚,0,0,保密,265029106,原评论,0,0,0,0,0,0,0,0,0
能不能讲讲i drive的梗[打call],27,1,保密,449110206,原评论,0,0,0,0,0,0,0,1,1
我驱动,1,0,保密,348628122,原评论,0,0,0,0,0,0,0,0,0
当年c罗双标重演了[要来点米米子么_吃瓜],2,0,保密,1340550796,原评论,0,0,0,0,0,0,0,0,0
我记得窂大和呦西一起拍过一个广告，这意味着什么[嗑瓜子],19,6,男,452962607,原评论,0,0,0,0,0,0,0,0,0
老大最起码对得起球迷[笑哭],8,0,男,489953085,原评论,1,1,0,0,0,0,0,0,1
我记得还有个小男孩是吧,1,0,男,39795051,原评论,0,0,0,0,0,0,0,0,0
回复 @南冥銀依 :小男孩：完了，来不了中国了,0,0,保密,477506251,原评论,0,0,0,0,0,1,0,2,1
孩子们现在知道我的可贵了吗？,23,11,女,1314962769,原评论,1,0,0,0,0,0,0,2,0
回复 @为惠改昵称 :2010年，当地法院受理了此案，法官认为科比当时的轻微肘击不足以给吉斯林带领致命伤害，但由于吉斯林坚持不懈的上诉索赔，案件经过了几年最终双方和解，科比还是赔偿了一笔钱。,2,0,保密,488256091,原评论,2,1,1,0,1,0,0,3,2
回复 @首冲仙人 :牢大至少平等地对待粉丝，不像牢西双标,1,0,男,3461574196988090,原评论,0,0,0,0,0,0,0,3,1
牢大去陪陪梅西吧，他让粉丝伤心了,1,0,男,1801118646,原评论,0,0,1,0,0,0,0,0,1
额额不管你们怎么说我永远都是梅西的偶像😅,6,2,保密,50336989,原评论,1,0,0,0,0,0,0,0,1
我一个三十米大刀……给自己削一个眼镜片仔细看看。,2,0,保密,1867787451,原评论,1,0,0,0,0,0,0,0,0
在做人这方面他的确得和你学学[妙啊],0,0,男,573843396,原评论,0,0,0,0,0,0,0,1,0
看评论区，B站发挥依旧逆天[大笑],5,0,男,288403500,原评论,0,1,0,0,0,0,0,1,0
已经被挖出来了，梅西阪依犹太教了 不难理解了吧,2,0,男,2097758138,原评论,0,0,0,0,0,0,0,1,0
除了这件事，梅大佐还有哪些道德崩坏的事情,7,0,男,291076254,原评论,1,0,0,0,0,0,0,1,0
气得我直接广州飞北京，给c罗买了两袋香肠！,2,0,保密,1008914824,原评论,0,0,0,0,0,0,0,0,1
此事件之后，梅西路粉大掉，我们可以称此为——梅西路掉了[脱单doge],3,0,保密,1728178902,原评论,0,0,0,0,0,0,0,0,0
"哲科，到！
奥里吉，到！
维纳尔杜姆，到！
穆勒，到！
姆巴佩，到！
格策，到！
梅西，はぃ！
科比:
谷爱凌:here!
霍金：",2,0,男,477576492,原评论,0,0,0,0,0,0,0,0,0
对 C 罗好感度上来了[doge],34,1,男,1008111904,原评论,0,0,0,0,0,0,0,2,0
c罗最大的粉，里奥·哟西甘愿为c罗做绿叶，全靠哟西陪衬，对比一下c罗瞬间就伟光正了[doge][doge],4,0,保密,261893073,原评论,1,0,0,0,0,1,0,1,0
确实挺没契约精神的。要么就不要接，接了就好好干啊,2,0,保密,14037820,原评论,1,1,0,0,0,0,0,1,1
潘帕斯牢鹰,2,0,男,501597581,原评论,0,0,0,0,0,0,0,0,0
"很搞笑的是，刚刚看到一网友在那发不知道事情的全貌不评价，网上的人更风，梅西有什么错他没查出来啥毛病还委屈。
结果呢连半貌都不知道的是他，他甚至不知道梅西之后去了日本，然后病就好了。我告诉他他在中国连句话都没说，他告诉我梅西可能是i人。。。。。把我整无语了[保佑]",2,0,保密,1430609661,原评论,1,0,0,0,0,1,0,3,2
梅西缺席日本友谊赛！对日本球迷及其冷落！对中国十分热情！！！日本网友反映绝了！中国网友：他们急了,2,1,男,406441615,原评论,1,0,0,0,0,1,0,1,2
啥啊,1,0,男,456391054,原评论,0,0,0,0,0,0,0,0,0
所以搞半天就是因为身体原因没上场踢球 就塌房了嘛[疑惑] 不是很理解,2,6,保密,28855163,原评论,1,0,0,0,0,2,0,3,2
现在到处都在搞民粹而已,2,0,男,13690914,原评论,0,0,0,0,0,0,0,0,0
去年梅西粉丝太跳了，加上之前c罗中国行嘲讽拉满，这波是反噬加有人经典利用“爱国情怀”。不过这招之前黑c罗我也见过,2,0,保密,6252051,原评论,2,1,0,0,0,1,0,1,2
回旋镖还看得少了？,1,0,男,23144350,原评论,0,0,0,0,0,0,0,0,0
我也是看哥哥假赛找黑哨霸凌队友偷税漏税教唆粉丝攻击C罗给缅北诈骗洗钱长大的，让我黑哥哥我真做不到,3,0,男,5372118,原评论,0,0,0,0,0,4,0,0,2
我要肘击他😋,2,0,男,1939097166,原评论,0,0,0,0,0,0,0,0,0
无论发生什么事，我们都不应该黑他，他是阿根廷继马拉多纳后最伟大的球员，他无论在西甲还是在巴黎都有伟大的表现，国家荣誉方面更是为阿根廷夺得奥运会、美洲杯、世界杯作出了巨大的贡献，阿根廷有无他完全是两支球队，甚至不夸张的说阿根廷完全是凭借他一己之力才夺得三大赛的桂冠。他就是迪玛利亚。,77,9,男,689930844,原评论,4,1,0,0,0,0,0,6,1
地图太短了,3,0,男,21331856,原评论,0,0,0,0,0,0,0,0,0
回复 @青-黑-友 :我的锅[辣眼睛]厚葬友军,1,0,女,79585117,原评论,0,0,0,0,0,0,0,2,0
回复 @伯雅柠 :回复 @伯雅柠 :还行，至少能展开[doge],1,0,男,13945674,原评论,0,0,0,0,0,0,0,4,0
我不看足球，要是没看到这个视频的话还真不知道这个梗,3,0,男,76824738,原评论,0,0,0,0,0,0,0,0,0
虽然大家都在喷梅西，但我还是支持大家[doge],2,0,保密,3493095173786176,原评论,1,0,0,0,0,0,0,0,0
"无论发生什么事，我们都不应该黑他，他是阿根廷继马拉多纳后最伟大的球员，也是80后这批球员最杰出的代表。他无论在西甲还是在巴黎都有伟大的表现，多次帮助俱乐部球队夺得冠军。国家荣誉方面更是为阿根廷夺得奥运会、美洲杯、世界杯作出了巨大的贡献，阿根廷有无他完全是两支球队，甚至不夸张的说阿根廷完全是凭借他一己之力才夺得三大赛的桂冠。
他就是：我忘记ta是谁了",2,0,保密,398361229,原评论,6,1,0,0,0,0,0,10,2
梅西梅西的母亲（谐音）,2,0,男,448702892,原评论,0,0,0,0,0,0,0,0,0
我一从来不看足球的乐子人这几天首页都是这些事，各种回旋镖笑得停不下来，足迷的造梗能力我是服气的哈哈哈哈,30,9,保密,520166330,原评论,0,0,0,0,0,0,0,2,0
一，这事出圈了。二之前一堆梅结晶对C罗中国行因伤不能上场道歉退票的行为大加嘲讽，然后这事一出，发现他们说的每一句话都像在打自己脸。[吃瓜],3,0,男,11167393,原评论,1,0,1,0,0,0,0,0,3
回复 @在下预言君 : 24年回旋镖年，名不虚传,1,0,男,54362573,原评论,1,0,0,0,0,0,0,3,0
回复 @灿如晨曦 : 回旋镖元年应该是2023，当时就有不少人调侃回旋镖了，今年直接大爆发[滑稽],0,0,男,417517840,原评论,0,1,0,1,0,1,0,3,2
孩子们，听我解释😭,4,0,保密,507292466,原评论,0,0,0,0,0,0,0,0,0
看到这张图我就知道康师傅又要热销了,7,0,保密,53286064,原评论,0,0,0,0,0,0,0,1,0
这让我想到之前说过的C罗韩国行和中国行。,2,1,保密,149945153,原评论,0,0,0,0,0,0,0,0,0
不理解动机是什么，就算再不喜欢中国也不会跟钱过不去，真想不明白,2,2,保密,1543731734,原评论,2,0,1,0,0,0,0,3,2
听说是中间商两头骗，钱没给到位。,0,0,保密,295061101,原评论,0,0,0,0,0,0,0,0,0
球技平平，人品也不行。纯纯的体系球员，离开巴萨，在大巴黎18场比赛只打进一球，最后被骂跑就是最好的例子。,2,0,保密,571567931,原评论,2,1,1,0,0,0,0,1,1
但凡你先骂一句HK主办方，然后再骂梅西，我也算你有点理智,2,0,男,397241656,原评论,1,0,0,0,0,0,0,0,0
路转黑了,2,0,保密,3493277835725644,原评论,0,0,0,0,0,0,0,0,0
啊？我一直以为梅西那个梗是比格犬的（,4,0,保密,628273750,原评论,0,0,0,0,0,0,0,0,0
这事这么搞笑主要还是，imei之前喷c罗的回旋镖都打回来打到呦西身上了。,19,1,男,3496499,原评论,0,0,0,0,0,0,0,0,0
哟西，全靠同行陪衬[doge][doge],1,0,保密,261893073,原评论,0,0,0,0,0,1,0,0,0
在对国家的尊重面前，＂哟西”一文不值,2,1,保密,3546624288623445,原评论,1,0,0,0,0,1,0,1,1
还好我喜欢的是C罗[歪嘴],0,0,保密,3546624288623445,原评论,1,0,0,0,0,0,0,1,0
大家别被骗了，这是C罗团队的公关，他们花钱请哟西这么做的，这不关哟球王的事,2,0,保密,226346270,原评论,0,0,0,0,0,0,0,0,0
所以有没有人告诉我合同到底怎么写的,2,10,男,44686185,原评论,0,0,0,0,0,0,0,0,0
回复 @山顶上的观鸟者 : 不打白工不会提前说？,5,0,保密,21644269,原评论,0,0,0,0,0,0,0,3,1
不論合同怎寫，尊重球迷需要寫入合用嗎？,4,0,保密,130063,原评论,1,0,0,0,0,0,0,1,0
"当你有伤不能上场，ok。不能挥手致意？不能散步绕场一周？不能笑一笑？
你帮他洗地的时候有没有想过，你做这么多，人家都不会正眼看你一眼。",2,0,男,2994354,原评论,0,0,0,0,0,0,0,0,5
哈哈 呦西粉连国歌的第一句都做不到,2,0,男,25039840,原评论,0,1,0,0,0,0,0,2,1
话说神户的英文不就是kobe吗？不辞辛牢千里迢迢跑去和神户胜利船的大球星--梅西，才是真正的kobe牢大[呲牙],3,0,保密,1435570001,原评论,1,0,1,0,0,0,0,2,0
《煽动 仇恨 暴力》,2,4,保密,39520935,原评论,0,0,0,0,0,2,0,2,3
这么搞又丢商业又丢名誉，就算真不喜欢中国装下表面样子也不会这样，，也不知道他图啥,2,0,男,3460753,原评论,2,0,0,0,0,0,0,3,1
孩子们，我错了，我已经原谅我自己了，但是不可以退票哦[傲娇][傲娇][傲娇],11,1,保密,431694896,原评论,0,1,0,0,0,0,0,1,0
罚你被牢大肘击,1,0,男,1675267004,原评论,0,0,0,0,0,0,0,0,0
不过从其他方面来说，中国的球迷的确存在素质偏低（一部分，不说笼统的说全部球迷）的情况，可能对梅西造成了影响，而且梅西之前来北京，在球场上下也发生了一些不愉快（至少是梅西不满意）的事情，比如警察拘留了那个上场和梅西击掌的少年，梅西曾发表过应该释放改少年的言论，并且北时梅西的表现并不差劲，所以我认为可能是政府和梅西产生了一些过节或者是某些球迷的行为刺激了梅西导致他对本次比赛感到不满，也有可能是迈阿密的问题，毕竟梅西在如何也是迈阿密的球员，如果迈阿密不让他上他就只能不上，我认为各位应该观望，不要做出过激的举动，等待最后的消息确定时再开喷或是洗。,2,1,男,673010096,原评论,2,1,1,0,0,6,0,4,8
无论是政府还是球队，他都不应该对球迷撒气，更何况当时在巴黎那事都不是他的问题，巴黎球迷还那样嘘，他都能出面道歉，到我们这里就收起来了？无论什么原因北京行没问题是没问题，但香港行有问题就是有问题，他心里想什么我不知道，但我越发觉得非我族类其心必异,3,0,保密,91027,原评论,0,1,1,1,0,1,0,1,7
以前说梅西和c罗哪个是最优秀的？我不敢评论。但现在我坚定的认为c罗才是最优秀的。,7,0,男,647954299,原评论,3,0,0,0,0,0,0,3,0
给大家科普一下，绝代双骄是呦西和272[呲牙],24,4,保密,4420255,原评论,1,0,0,0,0,0,0,0,0
回复 @电光超人ffu : 厄齐尔,3,0,男,444550,原评论,1,0,0,0,0,0,0,3,0
回复 @尾上世莉架serika :谢谢[doge][支持],1,0,男,1170045654,原评论,1,0,0,0,0,0,0,3,0
拉姆他不配吗？[藏狐],0,0,保密,477506251,原评论,0,0,0,0,0,0,0,0,1
这里属实没绷住（笑,1,0,女,449323851,原评论,1,0,0,0,0,0,0,0,0
孩子们，新年去梅运，过好除西夜,2,0,男,636114316,原评论,0,1,0,0,0,0,0,0,0
你为政治服务我懂，你看不起中国我也懂，那你别来赚这钱呀。,2,0,男,22479250,原评论,0,0,0,0,0,1,0,0,1
粉一个人的前提得是它是人，一个非人的冒充人类的生物不配粉嗷,2,0,保密,324798009,原评论,0,0,0,0,0,2,0,0,2
"🇭🇰比赛：没西
🇯🇵比赛：有西！",2,0,男,1791433510,原评论,0,0,0,0,0,0,0,0,0
大家关注一下奥地利维尔茨堡事件，梅西公关发力了,2,0,男,355893194,原评论,0,0,0,0,0,0,0,0,0
第一！,3,0,男,415220103,原评论,0,0,0,0,0,0,0,0,0
"🇨🇳：没西
🇯🇵：有西",2,0,保密,441999279,原评论,0,0,0,0,0,0,0,0,0
不是，梅西到底是什么理由这么做呢？他总得有理由吧？单纯讨厌中国人？,2,4,保密,76513001,原评论,0,0,0,0,0,2,0,0,2
个人觉得可以类比环保少女，纯碎是zz的棋子，不然我是真觉得梅西这个傻傻的脑子不允许他想太多[笑哭],1,0,男,26420640,原评论,0,0,0,0,0,0,0,0,0
10年前他来中国就这鸟样 可以去看早期的视频,0,0,保密,234424013,原评论,0,0,0,0,0,1,0,1,1
有可能单纯讨厌，也有可能政治立场站队日美了,0,0,保密,42315908,原评论,0,0,0,0,0,1,0,0,1
饭圈:总有粉丝觉得自己跟饭圈不一样结果到最后都是比玩饭圈的还饭圈[吃瓜],3,0,保密,439094183,原评论,0,0,0,0,0,0,0,0,0
梅西，不管他们怎么黑你，我都永远支持他们😅,44,4,保密,1887652692,原评论,1,0,0,0,0,0,0,0,1
我也很喜欢梅西，梅西永远是我的偶像，如果没有梅西我也不会喜欢上足球，也不会热爱足球这项运动，我知道他有错，但他永远都是我的偶像，我喜欢的是梅西轻松的盘带，美妙的过人，我不会因为任何原因动摇梅西在我心中的地位，他永远是球王，至少在我心中，他永远是！我看了10年梅西我也喜欢了10年足球，从巴萨到巴黎又到迈阿密没有梅西我也不会在校队，不会如此热爱一项运动，我是理性的，不是盲目的跟风辱骂，也不会麻木的崇拜，我知道的是他是我心中唯一的，最好的足球先生，最高のボール王,3,0,保密,3546391838198415,原评论,13,1,0,0,0,5,0,15,13
《他们》,1,0,男,1114760318,原评论,0,0,0,0,0,0,0,0,0
回复 @赤壁水煮肉片 :图穷匕现,1,0,男,647528670,原评论,0,0,0,0,0,0,0,2,0
互联网是有记忆的，针对之前一系列的事件，我只希望到三天后也能有人记得这件事,6,5,保密,327971335,原评论,1,0,0,0,0,0,0,1,0
回复 @二娃威武 :或者是想办法拉更多的人或者势力下水,0,0,保密,477506251,原评论,1,0,0,0,0,1,0,2,0
"回复 @二娃威武 :商业上不好说，毕竟资本家没有道德观念，能赚钱它们能把💩吹成佳肴。
但网络梗那就不好过去了，牢大梗都好几年了，还是经常见。",0,0,保密,474741895,原评论,2,1,0,0,0,2,0,3,3
回复 @bili_1592229811 :也许是在填[doge],0,0,保密,327971335,原评论,0,0,0,0,0,0,0,2,0
八嘎呀路,3,0,保密,3493112649353517,原评论,0,0,0,0,0,0,0,0,0
呜呜呜，我的梅西叠，梅西叠你是我的，你怎么能去日本呢，梅西叠你只能去中国，呜呜呜，梅西叠不爱我了，梅西不是我叠了😂😂😂😂😂,2,0,男,3546569559246941,原评论,0,0,0,0,0,1,0,0,1
2024真是太有趣啦,21,3,保密,442976454,原评论,1,0,0,0,0,0,0,1,0
"有趣✘
抽象✓",1,0,保密,1527380332,原评论,1,0,0,0,0,0,0,1,0
回复 @吃小龙虾的小龙虾 :是回旋镖二年，23年是元年[脱单doge],0,0,保密,432246950,原评论,0,0,0,0,0,0,0,2,0
"日本掠夺中国的财产
黄金:21000吨
粮食:8亿吨
稀土:2亿吨
青铜:4.9亿吨
高岭土:1.5亿吨
木材:7亿方
历史文物:360万件
煤炭:2亿吨
马关条约:2亿两白银
赎回辽东半岛:3000万两白银
殖民台湾50年
它们手上还有着3500万同胞的血债
勿忘九一八勿忘国耻
我们必须要牢记历史
不做软脚虾🦐",3,0,男,580068370,原评论,2,0,0,1,0,2,0,2,2
哈哈，没想到梅西也做了错饭[doge][笑哭],5,0,男,1683822164,原评论,0,1,0,0,0,0,0,1,1
原来如此，看来确实是瞧不起中国球迷！   不粉也罢！,2,0,男,3493266236377776,原评论,1,0,0,0,0,1,0,4,1
听别人说，梅西将在三月份来到北京继续跟国足比赛，也不知是不是真，是真的想悔过自新，还是再圈点钱就不得而知了,2,0,保密,3546378554837075,原评论,1,0,0,0,0,0,0,0,1
20年新冠梅西为中国捐款400万欧元，18年慈善基金180万欧元，08年汶川地震50万欧元，并拍卖签名球衣将所得捐出。你们就继续跟风吧。一群小脑Ĉ®,2,0,保密,505465353,原评论,1,0,0,0,0,0,0,1,1
太夸张了，十个热搜，六个梅西,1,0,女,694570684,原评论,0,0,0,0,0,0,0,0,1
搞不懂你们为什么要黑梅西，万一它真有不良的身体状况比较难以启齿呢？再加上如今的互联网不断发展，这些小事很快就能被造谣传播各处，你们只会让它塌房的更快，你们真愿甘心看着一个绝世伟人消散于世吗？它只是想念故乡的樱花树，好在短暂的休息内在日本开展一场精彩的比赛。这么一位爱国滴大大良民···呦西[doge],2,0,保密,3537122029996267,原评论,4,1,3,0,0,2,0,4,5
呦西,1,0,保密,273428552,原评论,0,0,0,0,0,0,0,0,0
哟西,1,0,保密,1303487311,原评论,0,0,0,0,0,0,0,0,0
梅閪,1,0,保密,22052788,原评论,0,0,0,0,0,0,0,0,0
呦西,1,0,男,51537052,原评论,0,0,0,0,0,0,0,0,0
喲西,1,0,保密,582842733,原评论,0,0,0,0,0,0,0,0,0
牛郎(右一)与梅西,5,0,男,292681542,原评论,0,0,0,0,0,0,0,0,0
梅爱普西[doge],2,0,男,1518348763,原评论,0,0,0,0,0,0,0,0,0
虽然国足不行让人家看不起挺正常的，但是签了约的事不履行就很过分了,2,0,保密,259884468,原评论,0,0,1,0,0,2,0,2,2
以后还是看c罗和姆巴佩吧[辣眼睛],2,0,保密,37409153,原评论,0,0,0,0,0,0,0,0,0
我相信很多人会跪滑的，参考上次nba[吃瓜],6,3,保密,393952059,原评论,1,0,0,0,0,0,0,2,0
不一样哦，上次那个人现在依然被封杀,1,0,男,44974099,原评论,0,0,0,0,0,0,0,0,0
你又懂了,1,0,保密,475621476,原评论,0,0,0,0,0,0,0,0,0
回复 @webdog :而且上次那条狗也是公开支持对方,0,0,保密,477506251,原评论,1,0,0,0,0,0,0,3,0
[辣眼睛],0,0,保密,1350374813,原评论,0,0,0,0,0,0,0,0,0
梅西怎么了，看了这么多年足球，无论他怎么样，我都会一直站在他的脸上。,2,0,保密,1616985,原评论,0,0,0,0,0,0,0,0,0
冷知识：梅西的国家队进球是106[星星眼],2,3,保密,3546589903719166,原评论,0,0,0,0,0,0,0,0,0
你想说明什么[喜极而泣],1,0,男,8568761,原评论,0,0,0,0,0,0,0,1,0
想问一下梅西啥时候代言劲凉冰红茶了，怪不得涨了0.5块钱,0,0,男,1801118646,原评论,0,0,0,0,0,0,0,0,0
看主页知成分,0,0,保密,2070473299,原评论,0,0,0,0,0,0,0,0,0
之前的舍友还给我说梅西怎么怎么牛逼，怎么怎么厉害，吵的我都头疼，这回一问就支支吾吾的了[吃瓜][吃瓜],5,1,保密,93337445,原评论,0,0,0,0,1,1,0,0,0
那他不是真粉,0,0,保密,2053308312,原评论,0,0,0,0,0,1,0,0,1
煤粉是这样的,2,0,保密,177577727,原评论,0,0,0,0,0,0,0,0,0
逆天言论,0,0,保密,691478386,原评论,0,0,0,0,0,0,0,0,0
